Year,Revenue,Quantity,GrossMargin,SaleID,RetailerCountry,OrderMethod,RetailerType,ProductLine,ProductType,Product,Quarter
2018,18646.4,480.0,0.46606056,SaleID_424,Australia,Sales visit,Discount Retailer,Personal Accessories,Eyewear,Polar Wave,Q3 2018
2018,24464.8,326.0,0.46606056,SaleID_425,Netherlands,Fax,Outdoors Shop,Mountaineering Equipment,Cooking Gear,TrailChef Water Bag,Q3 2018
2018,3561.88,14.0,0.60724774,SaleID_426,Netherlands,Fax,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,Q3 2018
2018,58500.0,802.0,0.42247089,SaleID_427,Netherlands,Fax,Outdoors Shop,Sports Equipment,Cooking Gear,TrailChef Kettle,Q3 2018
2018,6190.0,44.0,0.388,,,,,,,,
2018,15852.0,46.0,0.34379888,SaleID_429,Netherlands,Fax,Outdoors Shop,Personal Accessories,Tents,Star Gazer 3,Q3 2018
2018,14142.0,61.0,0.35752101,SaleID_430,Netherlands,Phone,Outdoors Shop,Mountaineering Equipment,Lanterns,EverGlow Double,Q3 2018
2018,12425.0,87.0,0.388,SaleID_431,Netherlands,Phone,Outdoors Shop,Outdoor Protection,Lanterns,EverGlow Kerosene,Q3 2018
2018,11914.0,35.0,0.34567039,SaleID_432,Netherlands,Phone,Sports Store,Camping Equipment,Knives,Edge Extreme,Q3 2018
2018,7803.1,636.0,0.46514403,SaleID_433,Netherlands,Phone,Sports Store,Camping Equipment,Knives,Bear Survival Edge,Q3 2018
2018,12476.24,538.0,0.32009095,SaleID_434,Netherlands,Phone,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,Q3 2018
2018,6805.17,1881.0,0.77180321,SaleID_435,Netherlands,Phone,Sports Store,Camping Equipment,Navigation,Glacier Deluxe,Q3 2018
2018,36072.3,297.0,0.35754797,SaleID_436,Netherlands,Web,Mall,Sports Equipment,Watches,Kodiak,Q3 2018
2018,23509.48,375.0,0.27099426,SaleID_437,Netherlands,Web,Mall,Camping Equipment,Eyewear,Cat Eye,Q3 2018
2018,22212.3,157.0,0.4842745,SaleID_438,Netherlands,Web,Outdoors Shop,Camping Equipment,Watches,Lux,Q3 2018
2018,17912.0,246.0,0.42135302,SaleID_439,Netherlands,Web,Outdoors Shop,Sports Equipment,Watches,Sam,Q3 2018
2018,30022.0,134.0,0.47080743,SaleID_440,Netherlands,Web,Outdoors Shop,Mountaineering Equipment,Watches,TX,Q3 2018
2018,6240.4,597.0,0.73868217,SaleID_441,Netherlands,Web,Discount Retailer,Personal Accessories,Binoculars,Seeker Mini,Q3 2018
2018,7353.32,598.0,0.51698439,SaleID_442,Netherlands,Web,Discount Retailer,Camping Equipment,Binoculars,Opera Vision,Q3 2018
2018,12468.4,62.0,0.62336955,SaleID_443,Netherlands,Web,Discount Retailer,Camping Equipment,Binoculars,Ranger Vision,Q3 2018
2018,5466.16,524.0,0.7755642,SaleID_444,Netherlands,Web,Discount Retailer,Sports Equipment,Navigation,Astro Pilot,Q3 2018
2018,27519.6,522.0,0.34681016,SaleID_445,Netherlands,Web,Discount Retailer,Sports Equipment,Navigation,Sky Pilot,Q3 2018
2018,27902.68,445.0,0.27099426,SaleID_446,Netherlands,Web,Sports Store,Mountaineering Equipment,Cooking Gear,TrailChef Cup,Q3 2018
2018,4001.2,62.0,0.38511535,SaleID_447,Netherlands,Web,Sports Store,Outdoor Protection,Cooking Gear,TrailChef Single Flame,Q3 2018
2018,22127.333620102218,924.0,0.69367347,SaleID_448,Sweden,E-mail,Outdoors Shop,Personal Accessories,Tents,Star Peg,Q3 2018
2018,3775.0,752.0,0.61,SaleID_449,Sweden,E-mail,Outdoors Shop,Personal Accessories,Sleeping Bags,Hibernator,Q3 2018
2018,11105.96,94.0,0.5540107,SaleID_450,Sweden,E-mail,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,Q3 2018
2018,11680.8,79.0,0.33905585,SaleID_451,Sweden,E-mail,Outdoors Shop,Mountaineering Equipment,Insect Repellents,BugShield Extreme,Q3 2018
2018,8137.0,47.0,0.30165733,SaleID_452,Sweden,E-mail,Outdoors Shop,Personal Accessories,Sunscreen,Sun Shelter 15,Q3 2018
2018,7722.4,1987.0,0.49958333,SaleID_453,Sweden,E-mail,Outdoors Shop,Personal Accessories,First Aid,Compact Relief Kit,Q3 2018
2018,12207.2,186.0,0.48613982,SaleID_454,Sweden,Web,Mall,Camping Equipment,Watches,Infinity,Q3 2018
2018,11305.44,306.0,0.51217037,SaleID_455,Sweden,Web,Mall,Camping Equipment,Watches,TX,Q3 2018
2018,5608.18,144.0,0.43768755,SaleID_456,Sweden,Web,Mall,Outdoor Protection,Binoculars,Ranger Vision,Q3 2018
2018,14400.0,132.0,0.55190909,,,,,,,,
2018,43620.0,274.0,0.44093015,SaleID_458,Sweden,Web,Department Store,Mountaineering Equipment,Sleeping Bags,Hibernator,Q3 2018
2018,9620.0,42.0,0.35747899,SaleID_459,Sweden,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,Q3 2018
2018,19240.0,134.0,0.38759352,SaleID_460,Sweden,Web,Department Store,Personal Accessories,Navigation,Trail Scout,Q3 2018
2018,31604.0,90.0,0.34491684,SaleID_461,Sweden,Web,Department Store,Personal Accessories,Navigation,Astro Pilot,Q3 2018
2018,7181.0,99.0,0.4239726,SaleID_462,Sweden,Web,Department Store,Camping Equipment,Navigation,Sky Pilot,Q3 2018
2018,17582.0,76.0,0.46446402,SaleID_463,Sweden,Web,Department Store,Personal Accessories,Irons,Hailstorm Steel Irons,Q3 2018
2018,16449.2,96.0,0.48292956,SaleID_464,Sweden,Web,Department Store,Personal Accessories,Irons,Hailstorm Titanium Irons,Q3 2018
2018,7856.0,43.0,0.4610263,SaleID_465,Sweden,Web,Warehouse Store,Personal Accessories,Sleeping Bags,Hibernator Extreme,Q3 2018
2018,14690.8,56.0,0.45594402,SaleID_466,Sweden,Web,Outdoors Shop,Camping Equipment,Tools,Granite Grip,Q3 2018
2018,2242.0,308.0,0.74142857,SaleID_467,Sweden,Web,Outdoors Shop,Personal Accessories,Tools,Granite Axe,Q3 2018
2018,472.0,64.0,0.53833333,SaleID_468,Sweden,Web,Outdoors Shop,Camping Equipment,Tools,Granite Extreme,Q3 2018
2018,952.49,165.0,0.64288719,SaleID_469,Sweden,Web,Outdoors Shop,Outdoor Protection,Watches,Mountain Man Extreme,Q3 2018
2018,27994.17,531.0,0.34681016,SaleID_470,Sweden,Web,Outdoors Shop,Outdoor Protection,Watches,Venue,Q3 2018
2018,22354.96,158.0,0.4842745,SaleID_471,Sweden,Web,Outdoors Shop,Mountaineering Equipment,Navigation,Astro Pilot,Q3 2018
2018,7765.0,107.0,0.42289498,SaleID_472,Sweden,Web,Outdoors Shop,Camping Equipment,Navigation,Sky Pilot,Q3 2018
2018,7633.0,34.0,0.46774061,SaleID_473,Sweden,Web,Discount Retailer,Personal Accessories,Navigation,Trail Scout,Q3 2018
2018,15472.0,80.0,0.47673432,SaleID_474,Sweden,Web,Discount Retailer,Outdoor Protection,Navigation,Astro Pilot,Q3 2018
2018,3480.0,15.0,0.42615385,SaleID_475,Sweden,Web,Discount Retailer,Outdoor Protection,Navigation,Sky Pilot,Q3 2018
2018,5393.2,46.0,0.44491272,SaleID_476,Sweden,Web,Sports Store,Personal Accessories,Cooking Gear,TrailChef Canteen,Q3 2018
2018,12535.2,466.0,0.30980803,SaleID_477,Sweden,Web,Sports Store,Outdoor Protection,Cooking Gear,TrailChef Kitchen Kit,Q3 2018
2018,7735.84,1314.0,0.5247732,SaleID_478,Sweden,Web,Sports Store,Sports Equipment,Cooking Gear,TrailChef Cup,Q3 2018
2018,22127.333620102218,127.0,0.59970985,SaleID_479,Sweden,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,Q3 2018
2018,9130.7,268.0,0.58545066,SaleID_480,Sweden,Web,Sports Store,Personal Accessories,Cooking Gear,TrailChef Single Flame,Q3 2018
2018,652.0,94.0,0.52733333,SaleID_481,Sweden,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,Q3 2018
2018,1672.0,264.0,0.539,SaleID_482,Denmark,Web,Mall,Camping Equipment,Watches,Venue,Q3 2018
2018,9248.95,755.0,0.45414403,SaleID_483,Denmark,Web,Mall,Camping Equipment,Watches,Infinity,Q3 2018
2018,13399.84,578.0,0.30909095,SaleID_484,Denmark,Web,Department Store,Personal Accessories,Golf Accessories,Course Pro Golf and Tee Set,Q3 2018
2018,44851.98,369.0,0.46606056,SaleID_485,Denmark,Web,Department Store,Camping Equipment,Golf Accessories,Course Pro Umbrella,Q3 2018
2018,19153.52,1519.0,0.59215287,SaleID_486,Denmark,Web,Department Store,Camping Equipment,Golf Accessories,Course Pro Golf Bag,Q3 2018
2018,79639.2,132.0,0.35177197,SaleID_487,Denmark,Web,Department Store,Personal Accessories,Golf Accessories,Course Pro Gloves,Q3 2018
2018,62716.42,235.0,0.37884669,SaleID_488,Denmark,Web,Online Retailer,Sports Equipment,Cooking Gear,TrailChef Cook Set,Q3 2018
2018,6467.0,102.0,0.36086587,SaleID_489,Denmark,Web,Online Retailer,Camping Equipment,Cooking Gear,TrailChef Single Flame,Q3 2018
2018,8108.21,493.0,0.29820294,SaleID_490,Denmark,Web,Online Retailer,Camping Equipment,Lanterns,EverGlow Butane,Q3 2018
2018,14470.84,116.0,0.26458782,SaleID_491,Denmark,Web,Online Retailer,Camping Equipment,Insect Repellents,BugShield Natural,Q3 2018
2018,7660.42,96.0,0.50167313,SaleID_492,Denmark,Web,Online Retailer,Personal Accessories,Sunscreen,Sun Shelter Stick,Q3 2018
2018,19778.01,3181.0,0.5256559,SaleID_493,Denmark,Web,Outdoors Shop,Sports Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,Q3 2018
2018,22127.333620102218,739.0,0.34654797,SaleID_494,Denmark,Web,Outdoors Shop,Sports Equipment,Rope,Husky Rope 50,Q3 2018
2018,22620.08,1795.0,0.59215287,SaleID_495,Denmark,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 60,Q3 2018
2018,17818.37,949.0,0.46452646,SaleID_496,Denmark,Web,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Carabiner,Q3 2018
2018,81560.48,130.0,0.3296202,SaleID_497,Denmark,Web,Outdoors Shop,Sports Equipment,Climbing Accessories,Granite Belay,Q3 2018
2018,39647.69,52.0,0.37949479,SaleID_498,Denmark,Web,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Pulley,Q3 2018
2018,50477.3,367.0,0.3759019,SaleID_499,Denmark,Web,Outdoors Shop,Camping Equipment,Climbing Accessories,Firefly Climbing Lamp,Q3 2018
2018,0.0,11.0,0.46606056,SaleID_500,Denmark,Web,Discount Retailer,Personal Accessories,Binoculars,Opera Vision,Q3 2018
2018,52370.3,1713.0,0.31714472,SaleID_501,Denmark,Web,Discount Retailer,Personal Accessories,Binoculars,Ranger Vision,Q3 2018
2018,14680.0,362.0,0.39148148,SaleID_502,Denmark,Web,Discount Retailer,Sports Equipment,Navigation,Trail Scout,Q3 2018
2018,9246.9,148.0,0.43922346,SaleID_503,Denmark,Web,Discount Retailer,Personal Accessories,Navigation,Astro Pilot,Q3 2018
2018,2621.2,68.0,0.53826702,SaleID_504,Denmark,Web,Discount Retailer,Personal Accessories,Navigation,Sky Pilot,Q3 2018
2018,11738.8,956.0,0.60071581,SaleID_505,Denmark,Web,Sports Store,Personal Accessories,Watches,Venue,Q3 2018
2018,5810.53,73.0,0.50167313,SaleID_506,Denmark,Web,Sports Store,Personal Accessories,Watches,Infinity,Q3 2018
2018,15612.28,2480.0,0.53094888,SaleID_507,Denmark,Web,Sports Store,Camping Equipment,Watches,Lux,Q3 2018
2018,18057.7,1480.0,0.45414403,SaleID_508,Denmark,Web,Sports Store,Mountaineering Equipment,Watches,TX,Q3 2018
2018,13907.82,600.0,0.30909095,SaleID_509,Denmark,Web,Sports Store,Outdoor Protection,Watches,Legend,Q3 2018
2018,15989.73,2569.0,0.46606056,SaleID_510,Denmark,Sales visit,Direct Marketing,Personal Accessories,Insect Repellents,BugShield Lotion Lite,Q3 2018
2018,6759.8,136.0,0.43320523,SaleID_511,Denmark,Sales visit,Direct Marketing,Camping Equipment,First Aid,Calamine Relief,Q3 2018
2018,22359.2,150.0,0.32805585,SaleID_512,Denmark,Sales visit,Direct Marketing,Camping Equipment,First Aid,Aloe Relief,Q3 2018
2018,13316.4,76.0,0.29065733,SaleID_513,Denmark,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,Q3 2018
2018,41810.08,130.0,0.30026435,SaleID_514,Denmark,Sales visit,Outdoors Shop,Personal Accessories,Cooking Gear,TrailChef Double Flame,Q3 2018
2018,29826.4,57.0,0.31377575,SaleID_515,Finland,Web,Mall,Camping Equipment,Watches,Venue,Q3 2018
2018,16856.4,328.0,0.56398054,SaleID_516,Finland,Web,Mall,Personal Accessories,Watches,Infinity,Q3 2018
2018,11367.52,1454.0,0.59307216,SaleID_517,Finland,Web,Mall,Personal Accessories,Watches,TX,Q3 2018
2018,3857.32,215.0,0.51543991,SaleID_518,Finland,Web,Mall,Personal Accessories,Watches,Legend,Q3 2018
2018,20855.2,278.0,0.48078191,SaleID_519,Finland,Web,Mall,Personal Accessories,Watches,Kodiak,Q3 2018
2018,7814.63,475.0,0.29820294,SaleID_520,Finland,Web,Mall,Outdoor Protection,Eyewear,Cat Eye,Q3 2018
2018,8510.2,216.0,0.40027226,SaleID_521,Finland,Web,Department Store,Camping Equipment,Sunscreen,Sun Shield,Q3 2018
2018,17714.66,2679.0,0.63121884,SaleID_522,Finland,Web,Department Store,Camping Equipment,First Aid,Compact Relief Kit,Q3 2018
2018,6826.95,1389.0,0.62992784,SaleID_523,Finland,Web,Department Store,Mountaineering Equipment,First Aid,Deluxe Family Relief Kit,Q3 2018
2018,8090.86,1375.0,0.5247732,SaleID_524,Finland,Web,Department Store,Sports Equipment,First Aid,Calamine Relief,Q3 2018
2018,23116.96,434.0,0.34265616,SaleID_525,Finland,Web,Department Store,Camping Equipment,First Aid,Insect Bite Relief,Q3 2018
2018,20643.04,146.0,0.4732745,SaleID_526,Finland,Web,Direct Marketing,Outdoor Protection,Cooking Gear,TrailChef Canteen,Q3 2018
2018,7912.49,481.0,0.29820294,SaleID_527,Finland,Web,Direct Marketing,Personal Accessories,Cooking Gear,TrailChef Kitchen Kit,Q3 2018
2018,1576.64,18.0,0.51140654,SaleID_528,Finland,Web,Direct Marketing,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,Q3 2018
2018,12498.57,2005.0,0.5256559,SaleID_529,Finland,Web,Direct Marketing,Personal Accessories,Cooking Gear,TrailChef Kettle,Q3 2018
2018,12484.7,544.0,0.30184464,SaleID_530,Finland,Web,Direct Marketing,Camping Equipment,Tents,Star Dome,Q3 2018
2018,24572.42,471.0,0.32881985,SaleID_531,Finland,Web,Direct Marketing,Outdoor Protection,Packs,Canyon Mule Weekender Backpack,Q3 2018
2018,12291.8,2596.0,0.60538298,SaleID_532,Finland,Web,Warehouse Store,Sports Equipment,Lanterns,EverGlow Butane,Q3 2018
2018,13500.64,2378.0,0.5096383,SaleID_533,Finland,Web,Warehouse Store,Personal Accessories,Knives,Double Edge,Q3 2018
2018,7297.4,214.0,0.58545066,SaleID_534,Finland,Web,Warehouse Store,Personal Accessories,Binoculars,Seeker 50,Q3 2018
2018,532.0,74.0,0.52733333,SaleID_535,Finland,Web,Warehouse Store,Mountaineering Equipment,Binoculars,Seeker Mini,Q3 2018
2018,826.0,123.0,0.539,SaleID_536,Finland,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,Q3 2018
2018,64667.66,151.0,0.48900785,SaleID_537,Finland,Web,Outdoors Shop,Personal Accessories,Cooking Gear,TrailChef Deluxe Cook Set,Q3 2018
2018,47232.28,56.0,0.43651289,SaleID_538,Finland,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,Q3 2018
2018,42166.36,86.0,0.44435634,SaleID_539,Finland,Web,Outdoors Shop,Mountaineering Equipment,Cooking Gear,TrailChef Utensils,Q3 2018
2018,70297.12,86.0,0.44855007,SaleID_540,Finland,Web,Outdoors Shop,Outdoor Protection,Tents,Star Gazer 3,Q3 2018
2018,58597.18,51.0,0.42150716,SaleID_541,Finland,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,Q3 2018
2018,6167.25,377.0,0.29820294,SaleID_542,Finland,Web,Outdoors Shop,Mountaineering Equipment,Sleeping Bags,Hibernator,Q3 2018
2018,39879.54,356.0,0.28795209,,,,,,,,
2018,43705.0,600.0,0.41129945,SaleID_544,Finland,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Q3 2018
2018,43221.0,189.0,0.45556382,SaleID_545,Finland,Web,Discount Retailer,Camping Equipment,Eyewear,Zone,Q3 2018
2018,21986.6,126.0,0.47240943,SaleID_546,Finland,Web,Discount Retailer,Personal Accessories,Eyewear,Hawk Eye,Q3 2018
2018,5977.8,134.0,0.38073719,SaleID_547,Finland,Web,Discount Retailer,Outdoor Protection,Eyewear,Retro,Q3 2018
2018,25370.0,99.0,0.44465188,SaleID_548,Finland,Web,Discount Retailer,Mountaineering Equipment,Knives,Max Gizmo,Q3 2018
2018,7087.8,68.0,0.42123738,SaleID_549,Finland,Web,Discount Retailer,Camping Equipment,Knives,Pocket Gizmo,Q3 2018
2018,10321.0,81.0,0.47915774,SaleID_550,Finland,Web,Discount Retailer,Camping Equipment,Binoculars,Seeker Mini,Q3 2018
2018,5518.5,83.0,0.44507407,SaleID_551,Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,Q3 2018
2018,891.0,142.0,0.52733333,SaleID_552,Finland,Web,Sports Store,Mountaineering Equipment,Cooking Gear,TrailChef Canteen,Q3 2018
2018,1735.06,324.0,0.63188719,SaleID_553,Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Q3 2018
2018,5410.87,1495.0,0.7622312,SaleID_554,Finland,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,Q3 2018
2018,0.0,242.0,0.46606056,SaleID_555,Finland,Sales visit,Outdoors Shop,Outdoor Protection,Lanterns,Firefly Extreme,Q3 2018
2018,10431.6,92.0,0.48850928,SaleID_556,Finland,Sales visit,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 50,Q3 2018
2018,2919.6,32.0,0.56896444,SaleID_557,Finland,Sales visit,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 60,Q3 2018
2018,3461.9,25.0,0.5101261,SaleID_558,Finland,Sales visit,Outdoors Shop,Camping Equipment,Rope,Husky Rope 100,Q3 2018
2018,8961.0,134.0,0.4467037,SaleID_559,Finland,Sales visit,Outdoors Shop,Personal Accessories,Rope,Husky Rope 200,Q3 2018
2018,9970.7,261.0,0.33215927,SaleID_560,Finland,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Q3 2018
2018,39440.4,1230.0,0.32410853,SaleID_561,Finland,Sales visit,Outdoors Shop,Camping Equipment,Climbing Accessories,Firefly Rechargeable Battery,Q3 2018
2018,21296.6,498.0,0.35283185,SaleID_562,Finland,Sales visit,Outdoors Shop,Personal Accessories,Climbing Accessories,Granite Chalk Bag,Q3 2018
2018,15647.1,776.0,0.39384487,SaleID_563,Finland,Sales visit,Outdoors Shop,Personal Accessories,Tools,Granite Ice,Q3 2018
2018,49916.85,776.0,0.40144576,SaleID_564,Finland,Sales visit,Outdoors Shop,Camping Equipment,Knives,Double Edge,Q3 2018
2018,21816.0,272.0,0.49210315,SaleID_565,Finland,Sales visit,Outdoors Shop,Mountaineering Equipment,Knives,Bear Edge,Q3 2018
2018,5328.06,59.0,0.3916334,SaleID_566,Finland,Sales visit,Outdoors Shop,Camping Equipment,Insect Repellents,BugShield Extreme,Q3 2018
2018,41199.75,377.0,0.28315201,SaleID_567,Finland,Sales visit,Outdoors Shop,Personal Accessories,Sunscreen,Sun Shelter 15,Q3 2018
2018,24327.0,104.0,0.34651607,SaleID_568,Finland,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,Q3 2018
2018,10742.37,1691.0,0.5361248,SaleID_569,France,Fax,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,Q3 2018
2018,9122.48,391.0,0.31589537,SaleID_570,France,Fax,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,Q3 2018
2018,7113.44,1022.0,0.66248741,SaleID_571,France,Fax,Sports Store,Camping Equipment,Knives,Double Edge,Q3 2018
2018,2863.6,576.0,0.60104082,SaleID_572,France,Fax,Sports Store,Personal Accessories,Knives,Bear Survival Edge,Q3 2018
2018,5580.0,1142.0,0.62992784,SaleID_573,France,Phone,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,Q3 2018
2018,10021.25,2101.0,0.60952632,SaleID_574,France,Phone,Department Store,Mountaineering Equipment,Cooking Gear,TrailChef Kitchen Kit,Q3 2018
2018,5750.68,729.0,0.59721429,SaleID_575,France,Phone,Department Store,Mountaineering Equipment,Cooking Gear,TrailChef Cook Set,Q3 2018
2018,1938.48,109.0,0.51543991,SaleID_576,France,Phone,Department Store,Camping Equipment,Sunscreen,Sun Shelter 30,Q3 2018
2018,2255.55,623.0,0.75956338,SaleID_577,France,Phone,Department Store,Personal Accessories,Sunscreen,Sun Shield,Q3 2018
2018,0.0,97.0,0.46606056,SaleID_578,France,Phone,Department Store,Camping Equipment,First Aid,Deluxe Family Relief Kit,Q3 2018
2018,19318.32,309.0,0.25999426,SaleID_579,France,Phone,Department Store,Personal Accessories,First Aid,Calamine Relief,Q3 2018
2018,33157.61,228.0,0.48701765,SaleID_580,France,Phone,Department Store,Camping Equipment,,Insect Bite Relief,Q3 2018
2018,15257.4,398.0,0.49066667,SaleID_581,France,Phone,Department Store,Personal Accessories,Irons,Hailstorm Steel Irons,Q3 2018
2018,23438.2,313.0,0.38038298,SaleID_582,France,Phone,Department Store,Outdoor Protection,Irons,Hailstorm Titanium Irons,Q3 2018
2018,1966.9,87.0,0.59970985,SaleID_583,France,Phone,Department Store,Personal Accessories,Irons,Lady Hailstorm Steel Irons,Q3 2018
2018,681.0,107.0,0.539,SaleID_584,France,Phone,Department Store,Sports Equipment,Irons,Lady Hailstorm Titanium Irons,Q3 2018
2018,22217.39,3583.0,0.5256559,SaleID_585,France,Phone,Department Store,Sports Equipment,Woods,Hailstorm Titanium Woods Set,Q3 2018
2018,21570.88,934.0,0.30909095,,,,,,,,
2018,44238.74,840.0,0.33581016,SaleID_587,France,Phone,Outdoors Shop,Camping Equipment,Knives,Double Edge,Q3 2018
2018,6545.34,104.0,0.36086587,SaleID_588,France,Phone,Outdoors Shop,Personal Accessories,Knives,Edge Extreme,Q3 2018
2018,34800.26,1285.0,0.33551796,SaleID_589,France,Web,Mall,Camping Equipment,Watches,Venue,Q3 2018
2018,12067.12,355.0,0.54012808,SaleID_590,France,Web,Mall,Personal Accessories,Watches,Infinity,Q3 2018
2018,8899.15,188.0,0.3683597,SaleID_591,France,Web,Mall,Personal Accessories,Watches,Lux,Q3 2018
2018,7493.58,185.0,0.50723505,SaleID_592,France,Web,Mall,Camping Equipment,Watches,Sam,Q3 2018
2018,2541.8,54.0,0.3726952,,,,,,,,
2018,2644.35,29.0,0.53049401,SaleID_594,France,Web,Mall,Mountaineering Equipment,Watches,Legend,Q3 2018
2018,22681.0,312.0,0.41066151,SaleID_595,France,Web,Mall,Camping Equipment,Watches,Zodiak,Q3 2018
2018,18041.0,79.0,0.45459533,SaleID_596,France,Web,Mall,Sports Equipment,Watches,Kodiak,Q3 2018
2018,8411.0,52.0,0.46909569,SaleID_597,France,Web,Mall,Camping Equipment,Eyewear,Bella,Q3 2018
2018,15279.0,83.0,0.44388574,SaleID_598,France,Web,Direct Marketing,Camping Equipment,First Aid,Calamine Relief,Q3 2018
2018,8312.88,256.0,0.51601792,SaleID_599,France,Web,Direct Marketing,Camping Equipment,First Aid,Aloe Relief,Q3 2018
2018,21833.32,5757.0,0.48115801,SaleID_600,France,Web,Warehouse Store,Personal Accessories,Cooking Gear,TrailChef Cup,Q3 2018
2018,47163.8,718.0,0.47513982,SaleID_601,France,Web,Warehouse Store,Mountaineering Equipment,Cooking Gear,TrailChef Deluxe Cook Set,Q3 2018
2018,40620.18,1108.0,0.49874094,SaleID_602,France,Web,Discount Retailer,Camping Equipment,Eyewear,Polar Sports,Q3 2018
2018,21151.97,545.0,0.42771821,SaleID_603,France,Web,Discount Retailer,Personal Accessories,Eyewear,Polar Wave,Q3 2018
2018,6936.0,104.0,0.4467037,SaleID_604,France,Web,Discount Retailer,Sports Equipment,Eyewear,Polar Extreme,Q3 2018
2018,21901.75,678.0,0.32485106,SaleID_605,France,Web,Discount Retailer,Personal Accessories,Eyewear,Bella,Q3 2018
2018,11286.75,1777.0,0.5361248,SaleID_606,France,Web,Discount Retailer,Personal Accessories,Eyewear,Capri,Q3 2018
2018,12884.22,1053.0,0.456843,SaleID_607,France,Web,Discount Retailer,Personal Accessories,Eyewear,Cat Eye,Q3 2018
2018,18800.28,806.0,0.31589537,SaleID_608,France,Web,Discount Retailer,Personal Accessories,Eyewear,Dante,Q3 2018
2018,7210.68,578.0,0.51629686,SaleID_609,France,Web,Discount Retailer,Personal Accessories,Eyewear,Fairway,Q3 2018
2018,11800.98,59.0,0.61236955,SaleID_610,France,Web,Discount Retailer,Outdoor Protection,Eyewear,Inferno,Q3 2018
2018,3715.5,351.0,0.76947619,SaleID_611,France,Web,Discount Retailer,Personal Accessories,Eyewear,Maximus,Q3 2018
2018,14373.88,2290.0,0.53094888,SaleID_612,France,Web,Sports Store,Personal Accessories,Navigation,Glacier Deluxe,Q3 2018
2018,21735.96,409.0,0.34265616,SaleID_613,France,Web,Sports Store,Sports Equipment,Navigation,Glacier GPS,Q3 2018
2018,2561.0,1257.0,0.499,SaleID_614,France,Web,Sports Store,Outdoor Protection,Navigation,Trail Scout,Q3 2018
2018,3461.9,25.0,0.5101261,SaleID_615,France,Sales visit,Department Store,Personal Accessories,Cooking Gear,TrailChef Water Bag,Q3 2018
2018,3785.55,47.0,0.51701422,SaleID_616,France,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Q3 2018
2018,9030.0,125.0,0.4129726,SaleID_617,France,Sales visit,Department Store,Personal Accessories,Insect Repellents,BugShield Lotion,Q3 2018
2018,4451.0,22.0,0.47172727,SaleID_618,France,Sales visit,Department Store,Mountaineering Equipment,Sunscreen,Sun Blocker,Q3 2018
2018,4231.0,27.0,0.47077033,SaleID_619,France,Sales visit,Department Store,Sports Equipment,Sunscreen,Sun Shelter 15,Q3 2018
2018,4271.6,96.0,0.37984633,SaleID_620,France,Sales visit,Department Store,Personal Accessories,Sunscreen,Sun Shelter 30,Q3 2018
2018,13363.0,70.0,0.45842909,SaleID_621,France,Sales visit,Outdoors Shop,Personal Accessories,Climbing Accessories,Firefly Rechargeable Battery,Q3 2018
2018,4035.0,18.0,0.44558635,SaleID_622,France,Sales visit,Outdoors Shop,Sports Equipment,Climbing Accessories,Granite Chalk Bag,Q3 2018
2018,1151.0,12.0,0.54727273,SaleID_623,Germany,Mail,Warehouse Store,Personal Accessories,Cooking Gear,TrailChef Cup,Q3 2018
2018,12681.0,180.0,0.43035709,SaleID_624,Germany,Mail,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,Q3 2018
